title,nama_lagu,region,keyword,duration,url,path,wav_path
LAGU PULAU BANGKA - Alam Wisata Pulau Bangka,Alam Wisata Pulau Bangka,Bangka Belitung,Alam Wisata Pulau Bangka asal Bangka Belitung,377,https://www.youtube.com/watch?v=MZsoqJtuOYQ,datasets/songs/lagu_pulau_bangka_alam_wisata_pulau_bangka.mp3,datasets/wav_songs/lagu_pulau_bangka_alam_wisata_pulau_bangka.wav
lirik lagu Daerah Bangka Belitung Alam wisata pulau Bangka,Alam Wisata Pulau Bangka,Bangka Belitung,Alam Wisata Pulau Bangka asal Bangka Belitung,317,https://www.youtube.com/watch?v=Iz-bQjPwQ0o,datasets/songs/lirik_lagu_daerah_bangka_belitung_alam_wisata_pulau_bangka.mp3,datasets/wav_songs/lirik_lagu_daerah_bangka_belitung_alam_wisata_pulau_bangka.wav
RP Project - Alam Wisata Pulau Bangka (Akustik Cover)| Lagu Daerah Bangka Belitung,Alam Wisata Pulau Bangka,Bangka Belitung,Alam Wisata Pulau Bangka asal Bangka Belitung,257,https://www.youtube.com/watch?v=BOEk5tLRVWY,datasets/songs/rp_project_alam_wisata_pulau_bangka_akustik_cover_lagu_daerah_bangka_belitung.mp3,datasets/wav_songs/rp_project_alam_wisata_pulau_bangka_akustik_cover_lagu_daerah_bangka_belitung.wav
"Men Sahang Lah Mirah + LIRIK, Lagu BANGKA BELITUNG",Lagu Men Sahang Lah Mirah,Bangka Belitung,Lagu Men Sahang Lah Mirah asal Bangka Belitung,199,https://www.youtube.com/watch?v=ZsMGFGmYXlg,datasets/songs/men_sahang_lah_mirah_lirik_lagu_bangka_belitung.mp3,datasets/wav_songs/men_sahang_lah_mirah_lirik_lagu_bangka_belitung.wav
LIRIK LAGU BANGKA - MEN SAHANG LAH MIRAH,Lagu Men Sahang Lah Mirah,Bangka Belitung,Lagu Men Sahang Lah Mirah asal Bangka Belitung,193,https://www.youtube.com/watch?v=d9_FwX_Ucww,datasets/songs/lirik_lagu_bangka_men_sahang_lah_mirah.mp3,datasets/wav_songs/lirik_lagu_bangka_men_sahang_lah_mirah.wav
"Lagu khas bangka,mensahang sahang lah mulai mira.lirik",Lagu Men Sahang Lah Mirah,Bangka Belitung,Lagu Men Sahang Lah Mirah asal Bangka Belitung,206,https://www.youtube.com/watch?v=iVJLuMXlEMM,datasets/songs/lagu_khas_bangkamensahang_sahang_lah_mulai_miralirik.mp3,datasets/wav_songs/lagu_khas_bangkamensahang_sahang_lah_mulai_miralirik.wav
Karaoke Men Sahang Lah Mirah Lagu Bangka FLS2N 2022 Kunci D Minor,Lagu Men Sahang Lah Mirah,Bangka Belitung,Lagu Men Sahang Lah Mirah asal Bangka Belitung,182,https://www.youtube.com/watch?v=xepA-badYm0,datasets/songs/karaoke_men_sahang_lah_mirah_lagu_bangka_fls2n_2022_kunci_d_minor.mp3,datasets/wav_songs/karaoke_men_sahang_lah_mirah_lagu_bangka_fls2n_2022_kunci_d_minor.wav
Tari Mensahang Sahang,Lagu Men Sahang Lah Mirah,Bangka Belitung,Lagu Men Sahang Lah Mirah asal Bangka Belitung,363,https://www.youtube.com/watch?v=jcrKxrojGt0,datasets/songs/tari_mensahang_sahang.mp3,datasets/wav_songs/tari_mensahang_sahang.wav
nasib anak saro-lagu bangka belitung,Nasib Si Bujang Saro,Bangka Belitung,Nasib Si Bujang Saro asal Bangka Belitung,395,https://www.youtube.com/watch?v=ZtjzT4P3I1U,datasets/songs/nasib_anak_sarolagu_bangka_belitung.mp3,datasets/wav_songs/nasib_anak_sarolagu_bangka_belitung.wav
Nasib Sibujang Saro Erwin Selawang,Nasib Si Bujang Saro,Bangka Belitung,Nasib Si Bujang Saro asal Bangka Belitung,242,https://www.youtube.com/watch?v=HUZv-pAGc_8,datasets/songs/nasib_sibujang_saro_erwin_selawang.mp3,datasets/wav_songs/nasib_sibujang_saro_erwin_selawang.wav
lirik/ lagu bujang tua | lagu bujang tua Bangka VOC. cecep,Nasib Si Bujang Saro,Bangka Belitung,Nasib Si Bujang Saro asal Bangka Belitung,232,https://www.youtube.com/watch?v=xpUWsobMQJ4,datasets/songs/lirik_lagu_bujang_tua_lagu_bujang_tua_bangka_voc_cecep.mp3,datasets/wav_songs/lirik_lagu_bujang_tua_lagu_bujang_tua_bangka_voc_cecep.wav
sambungan dandang besak | jende bersubsidi | voc Basah dath,Nasib Si Bujang Saro,Bangka Belitung,Nasib Si Bujang Saro asal Bangka Belitung,301,https://www.youtube.com/watch?v=pIdqn2Z6pj4,datasets/songs/sambungan_dandang_besak_jende_bersubsidi_voc_basah_dath.mp3,datasets/wav_songs/sambungan_dandang_besak_jende_bersubsidi_voc_basah_dath.wav
"Black & rusip ""gara gara dak begawe""",Nasib Si Bujang Saro,Bangka Belitung,Nasib Si Bujang Saro asal Bangka Belitung,459,https://www.youtube.com/watch?v=MarhjqTYBq8,datasets/songs/black_rusip_gara_gara_dak_begawe.mp3,datasets/wav_songs/black_rusip_gara_gara_dak_begawe.wav
LIRIK LAGU BANGKA - ICAK ICAK DEK TAU (TOMMY ALI HQ AUDIO),Icak-Icak Dek Tau,Bangka Belitung,Icak-Icak Dek Tau asal Bangka Belitung,210,https://www.youtube.com/watch?v=o9t0oWotX-E,datasets/songs/lirik_lagu_bangka_icak_icak_dek_tau_tommy_ali_hq_audio.mp3,datasets/wav_songs/lirik_lagu_bangka_icak_icak_dek_tau_tommy_ali_hq_audio.wav
Lirik Lagu Daerah terbaik Bangka Belitung Icak-icak dek tau (Video Lirik),Icak-Icak Dek Tau,Bangka Belitung,Icak-Icak Dek Tau asal Bangka Belitung,222,https://www.youtube.com/watch?v=ggWtkwdyZsQ,datasets/songs/lirik_lagu_daerah_terbaik_bangka_belitung_icakicak_dek_tau_video_lirik.mp3,datasets/wav_songs/lirik_lagu_daerah_terbaik_bangka_belitung_icakicak_dek_tau_video_lirik.wav
Wawa Naela - Bakucak (Official Music Video),Icak-Icak Dek Tau,Bangka Belitung,Icak-Icak Dek Tau asal Bangka Belitung,271,https://www.youtube.com/watch?v=Oxd5XjblzOQ,datasets/songs/wawa_naela_bakucak_official_music_video.mp3,datasets/wav_songs/wawa_naela_bakucak_official_music_video.wav
RP Project - Icak Icak Dek Tau (Cover) | Lagu Daerah Bangka Belitung,Icak-Icak Dek Tau,Bangka Belitung,Icak-Icak Dek Tau asal Bangka Belitung,194,https://www.youtube.com/watch?v=Ijn7yuap9Ds,datasets/songs/rp_project_icak_icak_dek_tau_cover_lagu_daerah_bangka_belitung.mp3,datasets/wav_songs/rp_project_icak_icak_dek_tau_cover_lagu_daerah_bangka_belitung.wav
KARAOKE LAGU DAERAH BANGKA - ICAK-ICAK DEK TAU + LIRIK,Icak-Icak Dek Tau,Bangka Belitung,Icak-Icak Dek Tau asal Bangka Belitung,210,https://www.youtube.com/watch?v=yS5cmZnugEw,datasets/songs/karaoke_lagu_daerah_bangka_icakicak_dek_tau_lirik.mp3,datasets/wav_songs/karaoke_lagu_daerah_bangka_icakicak_dek_tau_lirik.wav
Dayung Sampan - Lagu Daerah Banten (dengan Lirik),Dayung Sampan,Banten,Dayung Sampan asal Banten,278,https://www.youtube.com/watch?v=lHzxJhBJEVY,datasets/songs/dayung_sampan_lagu_daerah_banten_dengan_lirik.mp3,datasets/wav_songs/dayung_sampan_lagu_daerah_banten_dengan_lirik.wav
Video Lirik Lagu Daerah | Dayung Sampan,Dayung Sampan,Banten,Dayung Sampan asal Banten,282,https://www.youtube.com/watch?v=qU7RP42PUg8,datasets/songs/video_lirik_lagu_daerah_dayung_sampan.mp3,datasets/wav_songs/video_lirik_lagu_daerah_dayung_sampan.wav
Dayung Sampan // Lagu Daerah Banten,Dayung Sampan,Banten,Dayung Sampan asal Banten,139,https://www.youtube.com/watch?v=dj19vX_3ZO0,datasets/songs/dayung_sampan_lagu_daerah_banten.mp3,datasets/wav_songs/dayung_sampan_lagu_daerah_banten.wav
Dayung Sampan (Hua Shan Ban) (Indonesian Version),Dayung Sampan,Banten,Dayung Sampan asal Banten,147,https://www.youtube.com/watch?v=9bfFuK2JgIk,datasets/songs/dayung_sampan_hua_shan_ban_indonesian_version.mp3,datasets/wav_songs/dayung_sampan_hua_shan_ban_indonesian_version.wav
Dayung Sampan (Banten),Dayung Sampan,Banten,Dayung Sampan asal Banten,208,https://www.youtube.com/watch?v=AlKPw_DL0Ao,datasets/songs/dayung_sampan_banten.mp3,datasets/wav_songs/dayung_sampan_banten.wav
JEREH BU GURU-Lagu Daerah Banten(Lirik Dan Terjemahan),Jereh Bu Guru,Banten,Jereh Bu Guru asal Banten,187,https://www.youtube.com/watch?v=rOMFCrk8xYg,datasets/songs/jereh_bu_gurulagu_daerah_bantenlirik_dan_terjemahan.mp3,datasets/wav_songs/jereh_bu_gurulagu_daerah_bantenlirik_dan_terjemahan.wav
Jereh Bu Guru - Lagu Daerah Banten (Lirik dan Terjemahan),Jereh Bu Guru,Banten,Jereh Bu Guru asal Banten,215,https://www.youtube.com/watch?v=Gfx1aasCVI8,datasets/songs/jereh_bu_guru_lagu_daerah_banten_lirik_dan_terjemahan.mp3,datasets/wav_songs/jereh_bu_guru_lagu_daerah_banten_lirik_dan_terjemahan.wav
JEREH BU GURU - Lagu Daerah Banten - Cover Napasha,Jereh Bu Guru,Banten,Jereh Bu Guru asal Banten,254,https://www.youtube.com/watch?v=tPodx63M_nI,datasets/songs/jereh_bu_guru_lagu_daerah_banten_cover_napasha.mp3,datasets/wav_songs/jereh_bu_guru_lagu_daerah_banten_cover_napasha.wav
Jereh Bu Guru,Jereh Bu Guru,Banten,Jereh Bu Guru asal Banten,95,https://www.youtube.com/watch?v=HzprJoewwWc,datasets/songs/jereh_bu_guru.mp3,datasets/wav_songs/jereh_bu_guru.wav
JEREH BU GURU KARAOKE (Lagu Daerah Banten),Jereh Bu Guru,Banten,Jereh Bu Guru asal Banten,254,https://www.youtube.com/watch?v=g_U_nX9wVSg,datasets/songs/jereh_bu_guru_karaoke_lagu_daerah_banten.mp3,datasets/wav_songs/jereh_bu_guru_karaoke_lagu_daerah_banten.wav
Video Lirik Lagu Daerah | Tong Sarakah,Tong Sarakah,Banten,Tong Sarakah asal Banten,264,https://www.youtube.com/watch?v=DBxjOd5fijA,datasets/songs/video_lirik_lagu_daerah_tong_sarakah.mp3,datasets/wav_songs/video_lirik_lagu_daerah_tong_sarakah.wav
Tong Sarakah,Tong Sarakah,Banten,Tong Sarakah asal Banten,155,https://www.youtube.com/watch?v=4PvfkUEeSpY,datasets/songs/tong_sarakah.mp3,datasets/wav_songs/tong_sarakah.wav
Lagu daerah Banten - Tong Sarakah,Tong Sarakah,Banten,Tong Sarakah asal Banten,263,https://www.youtube.com/watch?v=bdV4spinwOQ,datasets/songs/lagu_daerah_banten_tong_sarakah.mp3,datasets/wav_songs/lagu_daerah_banten_tong_sarakah.wav
Tong Sarakah-Lagu Daerah Banten-Cipt:Aliman&Inyo - Musik Indonesia,Tong Sarakah,Banten,Tong Sarakah asal Banten,264,https://www.youtube.com/watch?v=PVjEQscmmYc,datasets/songs/tong_sarakahlagu_daerah_bantenciptalimaninyo_musik_indonesia.mp3,datasets/wav_songs/tong_sarakahlagu_daerah_bantenciptalimaninyo_musik_indonesia.wav
Tong Sarakah Lagu Daerah Banten,Tong Sarakah,Banten,Tong Sarakah asal Banten,144,https://www.youtube.com/watch?v=LmbkFZz5RJ0,datasets/songs/tong_sarakah_lagu_daerah_banten.mp3,datasets/wav_songs/tong_sarakah_lagu_daerah_banten.wav
LALAN BELEK - lagu rejang,Lalan Belek,Bengkulu,Lalan Belek asal Bengkulu,314,https://www.youtube.com/watch?v=T--uziF31jI,datasets/songs/lalan_belek_lagu_rejang.mp3,datasets/wav_songs/lalan_belek_lagu_rejang.wav
Lalan Belek,Lalan Belek,Bengkulu,Lalan Belek asal Bengkulu,417,https://www.youtube.com/watch?v=UEugBewyAFA,datasets/songs/lalan_belek.mp3,datasets/wav_songs/lalan_belek.wav
Lagu Daerah Rejang Lebong - Bengkulu - LALAN BELEK - Karaoke,Lalan Belek,Bengkulu,Lalan Belek asal Bengkulu,315,https://www.youtube.com/watch?v=9kSTdVwez0A,datasets/songs/lagu_daerah_rejang_lebong_bengkulu_lalan_belek_karaoke.mp3,datasets/wav_songs/lagu_daerah_rejang_lebong_bengkulu_lalan_belek_karaoke.wav
LALAN BELEK - Lagu Daerah Rejang,Lalan Belek,Bengkulu,Lalan Belek asal Bengkulu,358,https://www.youtube.com/watch?v=5cPBlNdLxaE,datasets/songs/lalan_belek_lagu_daerah_rejang.mp3,datasets/wav_songs/lalan_belek_lagu_daerah_rejang.wav
Lagu daerah bengkulu Rejang Lalan belek,Lalan Belek,Bengkulu,Lalan Belek asal Bengkulu,342,https://www.youtube.com/watch?v=N4Lp521VgnY,datasets/songs/lagu_daerah_bengkulu_rejang_lalan_belek.mp3,datasets/wav_songs/lagu_daerah_bengkulu_rejang_lalan_belek.wav
Lirik Lagu: Sungai Suci (Lagu Daerah Bengkulu),Sungai Suci,Bengkulu,Sungai Suci asal Bengkulu,294,https://www.youtube.com/watch?v=b3JdGC8hJkQ,datasets/songs/lirik_lagu_sungai_suci_lagu_daerah_bengkulu.mp3,datasets/wav_songs/lirik_lagu_sungai_suci_lagu_daerah_bengkulu.wav
Lagu daerah bengkulu Sungai suci,Sungai Suci,Bengkulu,Sungai Suci asal Bengkulu,294,https://www.youtube.com/watch?v=_CnwuLp4JCU,datasets/songs/lagu_daerah_bengkulu_sungai_suci.mp3,datasets/wav_songs/lagu_daerah_bengkulu_sungai_suci.wav
SUNGAI SUCI lagu daerah bengkulu_REARRANSSEMENT Talent Bengkulu,Sungai Suci,Bengkulu,Sungai Suci asal Bengkulu,305,https://www.youtube.com/watch?v=NgyGREqj_FQ,datasets/songs/sungai_suci_lagu_daerah_bengkulu_rearranssement_talent_bengkulu.mp3,datasets/wav_songs/sungai_suci_lagu_daerah_bengkulu_rearranssement_talent_bengkulu.wav
Sungai Suci ( Karaoke ) lagu Asli Bengkulu,Sungai Suci,Bengkulu,Sungai Suci asal Bengkulu,303,https://www.youtube.com/watch?v=G13tHXaEE78,datasets/songs/sungai_suci_karaoke_lagu_asli_bengkulu.mp3,datasets/wav_songs/sungai_suci_karaoke_lagu_asli_bengkulu.wav
LAGU DAERAH BENGKULU - SUNGAI SUCI,Sungai Suci,Bengkulu,Sungai Suci asal Bengkulu,302,https://www.youtube.com/watch?v=htty20vEtnM,datasets/songs/lagu_daerah_bengkulu_sungai_suci.mp3,datasets/wav_songs/lagu_daerah_bengkulu_sungai_suci.wav
Lagu Daerah Bengkulu - Umang umang,Umang-umang,Bengkulu,Umang-umang asal Bengkulu,162,https://www.youtube.com/watch?v=yG6JMzYvVZY,datasets/songs/lagu_daerah_bengkulu_umang_umang.mp3,datasets/wav_songs/lagu_daerah_bengkulu_umang_umang.wav
Lagu daerah bengkulu Umang (umang),Umang-umang,Bengkulu,Umang-umang asal Bengkulu,163,https://www.youtube.com/watch?v=QdWjOvfQswY,datasets/songs/lagu_daerah_bengkulu_umang_umang.mp3,datasets/wav_songs/lagu_daerah_bengkulu_umang_umang.wav
HALO BENGKULU_Pedagang Kelomang Umang Umang,Umang-umang,Bengkulu,Umang-umang asal Bengkulu,175,https://www.youtube.com/watch?v=BCcRdGpckOk,datasets/songs/halo_bengkulu_pedagang_kelomang_umang_umang.mp3,datasets/wav_songs/halo_bengkulu_pedagang_kelomang_umang_umang.wav
"Ketemu jualan kelomang / Umang Umang dipasar, asalnya dari pantai bengkulu #taqykids #youtuberpemula",Umang-umang,Bengkulu,Umang-umang asal Bengkulu,175,https://www.youtube.com/watch?v=NhouWr8SUa8,datasets/songs/ketemu_jualan_kelomang_umang_umang_dipasar_asalnya_dari_pantai_bengkulu_taqykids_youtuberpemula.mp3,datasets/wav_songs/ketemu_jualan_kelomang_umang_umang_dipasar_asalnya_dari_pantai_bengkulu_taqykids_youtuberpemula.wav
Lirik Lagu Nusantara - Umang-umang - Bengkulu,Umang-umang,Bengkulu,Umang-umang asal Bengkulu,163,https://www.youtube.com/watch?v=rrTCaNf6e5M,datasets/songs/lirik_lagu_nusantara_umangumang_bengkulu.mp3,datasets/wav_songs/lirik_lagu_nusantara_umangumang_bengkulu.wav
Pegi berayak - Lagu Bengkulu,Pegi Berayak,Bengkulu,Pegi Berayak asal Bengkulu,280,https://www.youtube.com/watch?v=g7-lA2ZjooQ,datasets/songs/pegi_berayak_lagu_bengkulu.mp3,datasets/wav_songs/pegi_berayak_lagu_bengkulu.wav
LAGU PEGI BERAYAK || Cover Lirik || Lagu Daerah Bengkulu,Pegi Berayak,Bengkulu,Pegi Berayak asal Bengkulu,276,https://www.youtube.com/watch?v=uxDNePsCI04,datasets/songs/lagu_pegi_berayak_cover_lirik_lagu_daerah_bengkulu.mp3,datasets/wav_songs/lagu_pegi_berayak_cover_lirik_lagu_daerah_bengkulu.wav
Pegi berayak - Lagu Bengkulu,Pegi Berayak,Bengkulu,Pegi Berayak asal Bengkulu,267,https://www.youtube.com/watch?v=pbqFYR-V_mk,datasets/songs/pegi_berayak_lagu_bengkulu.mp3,datasets/wav_songs/pegi_berayak_lagu_bengkulu.wav
Pegi Berayak (cover) lagu daerah Bengkulu,Pegi Berayak,Bengkulu,Pegi Berayak asal Bengkulu,159,https://www.youtube.com/watch?v=cNAr-t7kZg4,datasets/songs/pegi_berayak_cover_lagu_daerah_bengkulu.mp3,datasets/wav_songs/pegi_berayak_cover_lagu_daerah_bengkulu.wav
PEGI BERAYAK KARAOKE;MINUS ONE,Pegi Berayak,Bengkulu,Pegi Berayak asal Bengkulu,226,https://www.youtube.com/watch?v=JsEW5FgLhiY,datasets/songs/pegi_berayak_karaokeminus_one.mp3,datasets/wav_songs/pegi_berayak_karaokeminus_one.wav
Indahnya Pantai Panjang | RAGAM INDONESIA,Pantai Panjang,Bengkulu,Pantai Panjang asal Bengkulu,155,https://www.youtube.com/watch?v=YswrW9dvhOM,datasets/songs/indahnya_pantai_panjang_ragam_indonesia.mp3,datasets/wav_songs/indahnya_pantai_panjang_ragam_indonesia.wav
BARU LANDMARK PANTAI PANJANG BENGKULU 2020,Pantai Panjang,Bengkulu,Pantai Panjang asal Bengkulu,144,https://www.youtube.com/watch?v=RLNEn8lvx3k,datasets/songs/baru_landmark_pantai_panjang_bengkulu_2020.mp3,datasets/wav_songs/baru_landmark_pantai_panjang_bengkulu_2020.wav
TEMPAYAN SUKMA (PANTAI PANJANG) || Cover  Lirik Lagu Daerah Bengkulu,Pantai Panjang,Bengkulu,Pantai Panjang asal Bengkulu,244,https://www.youtube.com/watch?v=pSXDvb6MMP4,datasets/songs/tempayan_sukma_pantai_panjang_cover_lirik_lagu_daerah_bengkulu.mp3,datasets/wav_songs/tempayan_sukma_pantai_panjang_cover_lirik_lagu_daerah_bengkulu.wav
Sejarah Pantai Panjang Bengkulu yang Wajib Kalian Ketahui,Pantai Panjang,Bengkulu,Pantai Panjang asal Bengkulu,194,https://www.youtube.com/watch?v=kXGiSXDeVtc,datasets/songs/sejarah_pantai_panjang_bengkulu_yang_wajib_kalian_ketahui.mp3,datasets/wav_songs/sejarah_pantai_panjang_bengkulu_yang_wajib_kalian_ketahui.wav
Wira Abdi - Pantai Panjang (Official Music Video) - Bengkulu,Pantai Panjang,Bengkulu,Pantai Panjang asal Bengkulu,207,https://www.youtube.com/watch?v=7jAoMvs7Rg4,datasets/songs/wira_abdi_pantai_panjang_official_music_video_bengkulu.mp3,datasets/wav_songs/wira_abdi_pantai_panjang_official_music_video_bengkulu.wav
LAGU LEBONG BENGKULU ~ IBO ATEI || CHACHA ARFANDI ~ Official Music Video  APH Management,Ibo,Bengkulu,Ibo asal Bengkulu,405,https://www.youtube.com/watch?v=iclaO0nUzbY,datasets/songs/lagu_lebong_bengkulu_ibo_atei_chacha_arfandi_official_music_video_aph_management.mp3,datasets/wav_songs/lagu_lebong_bengkulu_ibo_atei_chacha_arfandi_official_music_video_aph_management.wav
"Lagu Daerah Bengkulu : ""IBO"" [Official Music Video]",Ibo,Bengkulu,Ibo asal Bengkulu,260,https://www.youtube.com/watch?v=6zkx8PdPeqE,datasets/songs/lagu_daerah_bengkulu_ibo_official_music_video.mp3,datasets/wav_songs/lagu_daerah_bengkulu_ibo_official_music_video.wav
Ibo Hatei,Ibo,Bengkulu,Ibo asal Bengkulu,399,https://www.youtube.com/watch?v=BfHMqVdaOas,datasets/songs/ibo_hatei.mp3,datasets/wav_songs/ibo_hatei.wav
IBO - ANTHONY BUYE (COVER)  CIPT : BEANOE KRISNA ( LAGU DAERAH REJANG LEBONG - CURUP - BENGKULU,Ibo,Bengkulu,Ibo asal Bengkulu,351,https://www.youtube.com/watch?v=KgIqgBmocvw,datasets/songs/ibo_anthony_buye_cover_cipt_beanoe_krisna_lagu_daerah_rejang_lebong_curup_bengkulu.mp3,datasets/wav_songs/ibo_anthony_buye_cover_cipt_beanoe_krisna_lagu_daerah_rejang_lebong_curup_bengkulu.wav
IBO,Ibo,Bengkulu,Ibo asal Bengkulu,321,https://www.youtube.com/watch?v=7JcG0J1RkxE,datasets/songs/ibo.mp3,datasets/wav_songs/ibo.wav
Taneak Tanai - Lagu Daerah Bengkulu (Lirik dan Terjemahan),Taneak Tanai,Bengkulu,Taneak Tanai asal Bengkulu,275,https://www.youtube.com/watch?v=331GylCVblA,datasets/songs/taneak_tanai_lagu_daerah_bengkulu_lirik_dan_terjemahan.mp3,datasets/wav_songs/taneak_tanai_lagu_daerah_bengkulu_lirik_dan_terjemahan.wav
Taneak Tanai - Lagu Daerah Bengkulu,Taneak Tanai,Bengkulu,Taneak Tanai asal Bengkulu,275,https://www.youtube.com/watch?v=HAMiUvX7Vrk,datasets/songs/taneak_tanai_lagu_daerah_bengkulu.mp3,datasets/wav_songs/taneak_tanai_lagu_daerah_bengkulu.wav
Lagu daerah bengkulu Taneak tanai,Taneak Tanai,Bengkulu,Taneak Tanai asal Bengkulu,276,https://www.youtube.com/watch?v=5Va5m5BtTTg,datasets/songs/lagu_daerah_bengkulu_taneak_tanai.mp3,datasets/wav_songs/lagu_daerah_bengkulu_taneak_tanai.wav
Lagu Bengkulu - Tanaek Jang Sadieku (LAGU POP DAERAH REJANG BENGKULU),Taneak Tanai,Bengkulu,Taneak Tanai asal Bengkulu,301,https://www.youtube.com/watch?v=UXKF18kPfI0,datasets/songs/lagu_bengkulu_tanaek_jang_sadieku_lagu_pop_daerah_rejang_bengkulu.mp3,datasets/wav_songs/lagu_bengkulu_tanaek_jang_sadieku_lagu_pop_daerah_rejang_bengkulu.wav
TANEAK TANAI,Taneak Tanai,Bengkulu,Taneak Tanai asal Bengkulu,295,https://www.youtube.com/watch?v=Azx3WAij9iE,datasets/songs/taneak_tanai.mp3,datasets/wav_songs/taneak_tanai.wav
JIBEAK WEO DAN LIRIK LAGU DAERAH REJANG BENGKULU,Jibeak Weo,Bengkulu,Jibeak Weo asal Bengkulu,200,https://www.youtube.com/watch?v=jAR4kw-Fknk,datasets/songs/jibeak_weo_dan_lirik_lagu_daerah_rejang_bengkulu.mp3,datasets/wav_songs/jibeak_weo_dan_lirik_lagu_daerah_rejang_bengkulu.wav
Jibeak We O - Lagu Daerah Rejang Bengkulu  Cover Bobby Mawardi,Jibeak Weo,Bengkulu,Jibeak Weo asal Bengkulu,293,https://www.youtube.com/watch?v=tjtfrgAf_TQ,datasets/songs/jibeak_we_o_lagu_daerah_rejang_bengkulu_cover_bobby_mawardi.mp3,datasets/wav_songs/jibeak_we_o_lagu_daerah_rejang_bengkulu_cover_bobby_mawardi.wav
Lagu daerah bengkulu Rejang Jibeak aweio,Jibeak Weo,Bengkulu,Jibeak Weo asal Bengkulu,199,https://www.youtube.com/watch?v=5pV9fM_MzGo,datasets/songs/lagu_daerah_bengkulu_rejang_jibeak_aweio.mp3,datasets/wav_songs/lagu_daerah_bengkulu_rejang_jibeak_aweio.wav
Lagu Daerah Rejang - BENGKULU -JIBEAK AWEIO - KARAOKE,Jibeak Weo,Bengkulu,Jibeak Weo asal Bengkulu,299,https://www.youtube.com/watch?v=SsuokZT2R9U,datasets/songs/lagu_daerah_rejang_bengkulu_jibeak_aweio_karaoke.mp3,datasets/wav_songs/lagu_daerah_rejang_bengkulu_jibeak_aweio_karaoke.wav
Jibeak Wei O - Cover by Bobby Mawardi l Lagu Daerah Rejang Bengkulu,Jibeak Weo,Bengkulu,Jibeak Weo asal Bengkulu,280,https://www.youtube.com/watch?v=i35IwIAH4qE,datasets/songs/jibeak_wei_o_cover_by_bobby_mawardi_l_lagu_daerah_rejang_bengkulu.mp3,datasets/wav_songs/jibeak_wei_o_cover_by_bobby_mawardi_l_lagu_daerah_rejang_bengkulu.wav
